time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-21 00:00:00+00:00,,,3,1
2024-07-28 00:00:00+00:00,,,3,1
2024-08-03 00:00:00+00:00,1.0,1.0,1,1
